language_code,language_name,language_synonym,thesaurus_heading_language,thesaurus_heading_people,approximate_latitude_of_language_variety,approximate_longitude_of_language_variety,state_territory,uri,category
N27,Wagiman ,"Wageman, Airiman, Tagoman, Wagoman, Ongkakaringa, Wagaman, Wogeman, Wongkakaringa, Wakiman, Wogeman; Wongkakaringa",Wagiman language N27,Wagiman people N27,-14.01217225,131.1693589,NT,https://collection.aiatsis.gov.au/austlang/language/n27,Unique
N28,Nungali ,"Nungulu, Jilngali, Ilngali",Nungali language N28 ,Nungali people N28,-15.59017843,130.8570933,NT,https://collection.aiatsis.gov.au/austlang/language/n28,Unique
N29,Wuna ,"Wulna, Woolna, Djerimanga, Beriguruk, Wolna, Woolner, Wulnar, Birrigarak, Berrigurruk, Berugurruk, Djeramanga, Jermangel, Waak, Woolnah, Woolner for Djerimanga, Perrigurruk, Eri, Erei, Rereri, Reveri for Beriguruk, Wunna",Wuna language N29,Wuna people N29,-12.47516724,131.3729719,NT,https://collection.aiatsis.gov.au/austlang/language/n29,Unique
N3,Murrinh-Patha ,"Murrinh patha, Murinbata, Muringura, Murrinhkura, Murinjbada, Murinypata, Murinypatha, Murrinh diminin, Murrinh gurra, Murrinhpatha, Murinjpata, Murinbada, Marri wutha, Karama, Garama, Karaman, Murinkura, Nagor, Nangu, Mariwada, Mariwuda, Southern Daly language",Murrinh-Patha language N3,Murrinh-Patha people N3,-14.74734635,130.0034642,NT,https://collection.aiatsis.gov.au/austlang/language/n3,Unique
N31,Batjamalh,"Wadjiginj, Wadjiginy, Wadyiginy, Patjtjamal, Wagait, Waggite, Wogait, Batjamal, Batjemal, Bajamala, Batyamal, Batymal, Wadjigin, Wadjingy, Wadjigany, Wogatj, Wagaitj, Worgait, Worgite, Waggait, Waggote, Waggate, Wagatsch, Waogatsch, Wadjinginj, Waggites, Wargad, Wogadj, Worgaid, Worgaidj, Wogath, Wogaity, Wogite, Wogaidj, Wogait is a misnomer for Wadyiginy, Their langauge Wadyiginy, which has another sub dialect called Batyamal, Wadyiginy has several variant spellings, namely, Wdadjingi, Amijangal, Ami, Wa gait, Wagaidj, Wagite, Waggute, Murinwargad, Daly River language.",Batjamalh language N31,Wadjiginy people N31,-13.20884001,130.2740404,NT,https://collection.aiatsis.gov.au/austlang/language/n31,Unique
N32,Wulwulam ,"Beriguruk, Aggradundi, Aggrakundi, Agigondin, Agikwala, Agiqwolla, Agiwallem, Agoguila, Agrakundi, Agrikondi, Aquguila, Awinmil, Awinmul, Awinnmull, Giyuk, Oolawunga, Oolwunga, Peron Island, Wia willam, Wilwangga, Wolna, Wolonga, Wolwanga, Wolwongga, Woolwonga, Wulna, Wulnar, Wulwanga, Wulwonga, Wulwullam, Wuna, Wailwullam, Oola wunga, Gunwinyguan.",Wulwulam language N32,Wulwulam people N32,-13.6417138,132.0546321,NT,https://collection.aiatsis.gov.au/austlang/language/n32,Unique
N33,Kamu ,"Malak Malak, Gamu/Kamor, Gamu, Junggor, Kamor, Madngela, Matngela, Mulluk Mulluk, Ngulul Wanggar, Wooliana, Yunggor, Gamor, Gamy, Kamorrkir, Komorrkir, Murra Kamangee, Ngangigmor, Eastern Daly language",Kamu language N33,Kamu people N33,-13.61255822,130.7784577,NT,https://collection.aiatsis.gov.au/austlang/language/n33,Unique
N35,Wardaman ,"Wadaman, Wadderman, Waderman, Waduman, Warduman, Wartaman, Wordaman, Wardeman",Wardaman language N35,Wardaman people N35,-15.35692806,131.5269975,NT,https://collection.aiatsis.gov.au/austlang/language/n35,Unique
N36,Bilinarra ,"Pilinara, Ngarinman, Bunara, Bilinara, Bilinurra, Bilyanarra, Bilyanurra, Plinara, Pillenurra, Billianera, Bulinara, Bringara, Boonarra",Bilinarra language N36,Bilinarra people N36,-16.96685957,130.7449655,NT,https://collection.aiatsis.gov.au/austlang/language/n36,Unique
N37,Wurrugu ,"Popham Bay language, Iyi, Limpapiu, Wurango, Iji, Jarle, Lyi, Urugu, Warange, Warragu, Warrka, Warrooka, Wurengo, Wurruga, Yarlo, Wurangu, Wurrunga, Wurrango, Wuruku, Uruku, Auwul warwak, Wareidbug, Woreidbug, Warooko, Jalo, Limba Karadjee, iwaidjan",Wurrugu language N37,Wurrugu people N37,-11.36143458,132.0931236,NT,https://collection.aiatsis.gov.au/austlang/language/n37,Unique
N37.1,Uwinymil ,"Uwinjmil, Awinjmil, Winjmil, Limilngan, Norweilemil, Beriguruk, Djowei, Lemil, Minidja, naWinjmil, Noalanji, Norweilimil, Awinmul, Uwiynmirr, Awinymil, Ngalwenmil, Agiwallem, Noalanji for Norweilemil, Awinnmull, Awinmil for Awinmul, Gunwinyguan.",Uwinymil language N37.1,Uwinymil people N37.1,-13.31152048,131.7754804,NT,https://collection.aiatsis.gov.au/austlang/language/n37_1,Unique
N38,Dagoman ,"Wagiman, Tagoman, Airiman, Wagoman, Wogba, Togeman, Dogeman, Togiman",Dagoman language N38,Dagoman people N38,-14.44100004,131.877598,NT,https://collection.aiatsis.gov.au/austlang/language/n38,Unique
N39,Iwaidja ,"Iwaydja, Adawuli, Djalakuru, Gaari, Garrig, Jaako, Jiwadza, Marlgu, Oitbi, Uruku, Wurango, Eae warge ga, Eaewandja, Eaewardja, Eaewarga, Eawaitja, Eewardja, Eiwaja, Gari, Idjduwa, Ilkar, Iwaidji, Iwaija, Iwaiji, Iwaji, Iyi, Jewitcha, Ji:wadja, Jiwadja, Jiwaidja, Juwadja, Limba Kar adjee, Limba karadjee, Limbakaraja, Manduwid, Ngadalwuli, Oidbi, Tarula, Unalla, Uwaidja, Yiwadja, Yiwadya, Yiwayja, Yiwaidja, Iwaja, Limba Karadjee, Iwadja, Yiwaydja, Iwaidjan",Iwaidja language N39,Iwaidja people N39,-11.61294718,132.6962202,NT,https://collection.aiatsis.gov.au/austlang/language/n39,Unique
N40,Ngaduk ,"Gagudju, Ngardok, Kakadu, Kakudju, Aragu, Ad dok, Bimbirik, Gnaruk, Ngadok, Ngadug, Ngadulg, Ngardog, Ngarduk, Ngardulk, Ngarug, Ngaruk",Ngaduk language N40,Ngaduk people N40,-12.21167799,132.5960301,NT,https://collection.aiatsis.gov.au/austlang/language/n40,Unique
N40.1,Ngombur,"Ngumbur, Ngurmbur, Ngombur, Murumburr, Ambugula, Ambuku:la, Corm bur, Gnormbur, Gnornbur, Gnumbu, Koarnbut, Nambuguja, Ngorbur, Ngorm bur, Ngormbur, Ngumbu, Numbugala, Oorm bur, Oormbur, Umbugarla includes Umbugarla proper, It also appears that it may have included Bugurnidja, Numbu gala",Ngombur language N40.1,Ngombur people N40.1,-12.79362392,132.129585,NT,https://collection.aiatsis.gov.au/austlang/language/n40.1,Unique
N42,Limilngan ,"Limit, Minitja, Beriguruk, Djowei, Lemil, Minidja, naWinjmil, Norweilemil, Baneidja, Banidja, Banindja, Buneidja, Buneidya, Manidya, Minnitji, Peneitja, Punaka, Puneitja, Punuurlu, Manidja, Menassie, Buneitja",Limilngan language N42,Limilngan people N42,-12.52560183,131.7240108,NT,https://collection.aiatsis.gov.au/austlang/language/n42,Unique
N42.1,Bugurnidja ,"Bugurndidja, Bukurnidja, Banidja, Buneidja, Puneitja, Wada, Watta, Bin gongina, Bingongina, Bugongidja, Bugunidja, Bukurni:dja, Barnidja",Bugurnidja language N42.1,Bugurnidja people N42.1,-12.76591097,132.7021295,NT,https://collection.aiatsis.gov.au/austlang/language/n42_1,Unique
N43,Mbukarla,"Umbugarla, Puneitja, Bugula, Numbugala, Ambugala",Mbukarla language N43,Mbukarla people N43,-12.98300656,132.3665819,NT,https://collection.aiatsis.gov.au/austlang/language/n43,Unique
N44,Mayali,"Gunwinjgu, Mayali, Bininj Gun wok, Neinggu, Gunwinggu, Kundjeymi, Djeibmi, Gundjeibmi, Maia:li, Maiaili, Maiali, Maiawali, Maieli, Maielli, Mailly, Majali, Majeli, Majuli, Mayaalia, Mayuli, Miorli, Myali, Myall, Myallee, Myoli, Puruga, Rembarunga, Rembarrnga, Rembaranga, Rembarnga, Rem branga, Ranjbarngo, Rainbarngo, Reinbaranga, Rem barrna",Mayali language N44,Mayali people N44,-14.08032662,132.4536947,NT,https://collection.aiatsis.gov.au/austlang/language/n44,Unique
N45,Marrku ,"Marrgu, Terrutong, Yaako, Raffles Bay language, Croker Island language, Margu, Iwaidja, Marlgu, Adawuli, Djalakuru, Gaari, Garrig, Jaako, Jiwadza, Oitbi, Uruku, Wurango, Ajokoot, Mago, Margo, Terutong, Yako, Iwaidjan",Marrku language N45,Marrku people N45,-11.15766329,132.56024,NT,https://collection.aiatsis.gov.au/austlang/language/n45,Unique
N47,Amurdak ,"Amurdag, Wardadjbak, Amooridiyu, Amarag, Amarak, Amurrag, Amurag, Amurrak, Amurtak, Amuruk, Mamurug, Monobar, Namurug, Ngamrrak, Ngamurag, Ngamurak, Umoordak, Umoreo, Umoriu, Amardak, A'moordiyu, Woraidbug, Mono bar, Iwaidjan",Amurdak language N47,Amurdak people N47,-11.95028736,132.8736123,NT,https://collection.aiatsis.gov.au/austlang/language/n47,Unique
N50,Gaagudju ,"Gagadu, Gagudju, Kakadu, Kakudju, Ngardok, A:rwu:r, Abedal, Abiddul, Arwur, Auwur, Awur, Gagadju, Gagadyu, Ka:ka:dju, Kadadju, Kakakta, Kakata, Kakatu, Karkadoo, Karkardoo, Kukata, Katata, Abedal, Gaguju, Kakaju, Awoy, Kakadju",Gaagudju language N50,Gaagudju people N50,-12.43407733,132.6716085,NT,https://collection.aiatsis.gov.au/austlang/language/n50,Unique
N51,Wada,"Bukurnidja, Wada/Watta, Banidja, Buneidja, Puneitja, Watta, Marianbirik, Marigianbirik, Wa:a, Wad:a, Wadjigi:n, Wadaa, Wadda",Wada language N51,Wada people N51,-12.46989857,132.5636539,NT,https://collection.aiatsis.gov.au/austlang/language/n51,Unique
N53,Mengerrdji ,"Mangerr, Gunwinggu, Mengerrdji/Menngarr, Kunwinjku, Mangeri, Menngarr, Ari, Eireij, Ere, Erei, Erej, Erre, Mangerei, Mennagi, Mengerei, Mengerdji, Mangerdji, Mengerr, Manger, Mangarryu, Mangeryu, Berrigurruk ; Erei ; Eri ; Rereri ; Reveri ; Mirarr",Mengerrdji language N53,Mengerrdji people N53,-12.35097462,133.0237759,NT,https://collection.aiatsis.gov.au/austlang/language/n53,Unique
N55,Erre ,"Rereri, Erei, Eri, Arra",Erre language N55,Erre people N55,-12.42608346,133.0652285,NT,https://collection.aiatsis.gov.au/austlang/language/n55,Unique
N57,Jawoyn ,"Jawonj, Adowen, Gundjawan, Djauan, Djauwuny, Djawin, Charmong, Chau an, Chauan, Djauun, Djauwung, Djawan, Djawanj, Djawun, Djouan, Djowan, Djowei, Jauan, Jawin, Juauan, Kumertuo, Lebryryd, Nggandindmi, Tjauen, Tjawen, Tjouen, Tweinbol, Wonborngu, Jawony",Jawoyn language N57,Jawoyn people N57,-13.89730041,133.0384608,NT,https://collection.aiatsis.gov.au/austlang/language/n57,Unique
N6,Menthe,"Menhthe, Daktjerat, Murinwargad, Wagaid, Wagaidj, Wagait, Wagaitj, Wagatsch, Waggait, Waggate, Waggite, Waggote, Waggute, Wagite, Waogatsch, Wargad, Wodadj, Wogadj, Wogait, Wogaity, Wogatj, Wogaty, Wogite, Worgaid, Worgaidj, Worgait, Worgite, Menthajangal, Menthe Yangal, Manthi Yangal, Murrinh Menthe, Murrinh Mentherr, Mendajangal, Western Daly language.",Menthe language N6,Menthe people N6,-13.63766777,129.9206731,NT,https://collection.aiatsis.gov.au/austlang/language/n6,Unique
N60,Dalabon ,"Ngalkbun, Dangbon, Dalabon ?Gundangbon, Dangbon/Dalabon, Gundalabon, Dangbun, Ngalkbon, Ngalgbon, Ngalgbun, Ngalkbon consist of the word for 'mouth? in the relevant language plus an element bon, Buan, Bu:wan, Boun",Dalabon language N60,Dalabon people N60,-13.3162555,134.029309,NT,https://collection.aiatsis.gov.au/austlang/language/n60,Unique
N64,Mawng ,"Maung, Mawung, Gun marung, Gunmarung, Managari, Manangari, Marung, Mau, Maw, Men ngai, Kunmarung, Mauung, Gunmarang, Iwaidjan",Mawng language N64,Mawng people N64,-11.81389825,133.3640077,NT,https://collection.aiatsis.gov.au/austlang/language/n64,Unique
N65,Kunwinjku ,"Gunwinjgu, Mayali, Bininj Gun wok, Neinggu, Gunwinggu, Mangeri, Mengerrdji, Menngarr, Gumawurag, Gunawitji, Gundeidjeme, Gundeijeme, Gundjajeimi, Gundjeibmi, Gundjeipmi, Gunei, Gunrerg, Gunwinghu, Gunwingo, Gunwingu, Gunwinngu, Gunwinygu, Gunwunei, Gurmadja madja, Koorunge, Koorungo, Kulunglutchi, Kulunglutji, Kulungutchi, Kuninjku, Mangaridji, Margulitban, Muralidan, Neing gu, Neinggu, Neinngu, Unigangk, Urnigangg, Wengei, Wengej, Wengi, Wunei, Gunwiggu, Witji, Maielli, Majali, Gundja jeimi, Kunwinku",Kunwinjku language N65,Kunwinjku people N65,-12.1735063,133.4827345,NT,https://collection.aiatsis.gov.au/austlang/language/n65,Unique
N66,Urningangk ,"Urningangg, Wuningangk, Uninganangk, Wata, Uningangg, Uningangk, Wuningak, Wuningag, Mirarr",Urningangk language N66,Urningangk people N66,-12.54571577,133.0564923,NT,https://collection.aiatsis.gov.au/austlang/language/n66,Unique
N68,Yangman ,"Jangman, Yungman, Jongman, Jungman, Yungmanni, Yungmun, Yungmunee, Yungmunnee, Yungmunni, Yung munni",Yangman language N68,Yangman people N68,-15.41429146,132.4994828,NT,https://collection.aiatsis.gov.au/austlang/language/n68,Unique
N69,Kunbarlang ,"Gunbarlang, Gunbalang, Gambalanga, Walang, Gambalang, Geimbio, Gimbarlang, Gunba:lang, Gunbalag, Gunbalong, Gunbulan, Gurmadja madja, Warlang, Gunba:lan",Kunbarlang language N69,Kunbarlang people N69,-11.93224616,133.8938911,NT,https://collection.aiatsis.gov.au/austlang/language/n69,Unique
N7,Marrithiyel^ ,"Marithiel, Brinken, Marri Ammu, Marridan, Marrisjefin, Matige, Berinken, Berinkin, Berringin, Brinkan, Magatige, Marathiel, Maridhiel, Maridiel, Maridiyal, Maridiyel, Marithid, Maritige, Muringa, Muringata, Muringe, Maridjiel, Maridhiyel, beringken, commonly adapted into English as Brinkin, Western Daly language.",Marrithiyel language N7,,-13.83464875,130.0129352,NT,https://collection.aiatsis.gov.au/austlang/language/n7,Unique
N70,Kune ,Gunwinggu,Kune language N70,Kune people N70,-12.3980068,134.3865989,NT,https://collection.aiatsis.gov.au/austlang/language/n70,Unique
N71,Kundjeyhmi,"Kundjeymi, Djeibmi, Gundjeibmi, Mayali, Gundeidjeme, Gundeidjemi, Gundjeipmi, Djebmi, Gunwinggu, Gundjepmi, Gundjipmi, Gundeij e me, Djeihmi, Djepmi, Maiali, Gunwingu, Gunwingo, Wengi, Wengei, Wengej, Kulunglutji, Kulunglutchi, Gundja jeimi, Gundeijeme, Margulitban, Unigangk, Urnigangg, Koorungo, Neinggu, Neinngu, Mangaridji, Mangeri, Mirarr",Kundjeyhmi language N71,Kundjeyhmi people N71,-12.92586056,132.8745604,NT,https://collection.aiatsis.gov.au/austlang/language/n71,Unique
N72,Yan-nhangu ,"Yannhangu, Jarnango, Jaernungo, Janango, Jandango, Janjango, Jannangu, Jarnangu, Jarrangu, Kokolango, Yaernungo, Yandango, Yarnango, Yarrnangu, Yorngar, Nango, Yanna?u, Yaerungo, Murru?un, Djina?, Gunbirri, Mälarrai, Malarra, Malara, Yalnumata",Yan-nhangu language N72,Yan-nhangu people N72,-12.00767836,135.2364169,NT,https://collection.aiatsis.gov.au/austlang/language/n72,Unique
N73,Rembarrnga ,"Rembarunga, Rembarnga, Rainbarngo, Rambarrnga, Ranjbarngo, Ranjbarngu, Reinbaranga, Rembaranga, Rembarn nga, Rembarrna, Rembarrngu, Rembranga, Rainbarno, Remberanga, Rambarrna, Rem branga, Rem barrna, Maia:li, Maieli, Majali, Maiali, Maielli, Gunwinyguan",Rembarrnga language N73,Rembarrnga people N73,-13.23102855,134.4541081,NT,https://collection.aiatsis.gov.au/austlang/language/n73,Unique
N74,Ndjébbana,"Ndjebanna, Gunavidji, Kunibidji/Gunavidji, Ndeya, Gidjiya, Djeebbana, Gunibidji, Kunibidji, Behribmej, Djapena, Gidjia, Gidjiya, Djeepana, Grunavidji, Gudjia, Gunabidji, Gunabwidji, Gunadidji, Gunaviji, Gunawitji, Gunjibidji, Gurmadja madja, Jibidji, Kulunglutchyi, Witchi, Witji, Ndjéya, Gijiya",Ndjebbana language N74,Ndjebbana people N74,-12.1555482,134.2743826,NT,https://collection.aiatsis.gov.au/austlang/language/n74,Unique
N75,Gurr-goni ,"Gurrgoni, Gungorrogone, Gudjartabiyi, Guragone, Gungurugoni, Gungorogone, Gorogone, Gungarawoni, Gungoragone, Gungoro:lgo:ngi, Gungurulgungi, Gutjertabia, Gurugoni, Gungoragoni, Gungorragonni",Gurr-goni language N75,Gurr-goni people N75,-12.22841313,134.2867064,NT,https://collection.aiatsis.gov.au/austlang/language/n75,Unique
N77,Ngalakgan ,"Ngalakan, Hongalla/Hongalla, Nala nalagen, Nalagen, Nalakan, Ngalagan, Ngalagkan, Ngalarkan, Ngulkpun, Nullakum, Nullakun, Nullikan, Nullikin, Ngalbon, Hongalla, Nallakum, Ngalar kan, Gunwinyguan",Ngalakgan language N77,Ngalakgan people N77,-14.28399246,134.2707529,NT,https://collection.aiatsis.gov.au/austlang/language/n77,Unique
N78,Mangarrayi ,"Ngarrabadji, Mangarayi, Mungarai, Mangarai, Mangarei, Mangerei, Manggarai, Mungerry, Walooka, Mungari, Ngarrabadji, Mangarray, Mangarai",Mangarrayi language N78,Mangarrayi people N78,-14.89124659,133.6191545,NT,https://collection.aiatsis.gov.au/austlang/language/n78,Unique
N8,Ngan'gikurunggurr ,"Ngangikurunggurr, Ngan, gi kurunggurr, Nangikurrunggurr, Nordaniman Nordan imin, Southern Daly language, Nangikurungur, Ngangikurungur",Ngan'gikurunggurr language N8,Ngan'gikurunggurr people N8,-14.18557096,130.1037173,NT,https://collection.aiatsis.gov.au/austlang/language/n8,Unique
N80,Nakkara ,"Na kara, Gukariya, Nakara, Nagara, Kokori, Kukkori, Nackara, Naga:ra, Naka:ra, Narkarrar, Ngara, Gukari",Nakkara language N80,Nakkara people N80,-12.08445713,134.3642204,NT,https://collection.aiatsis.gov.au/austlang/language/n80,Unique
N81,Gun-nartpa ,"Gu-jingaliya, Gujingaliya, Gudjarlabiya, Burarra, Guadba, Gunaidbe, Gunardba, Kun nartpi, Mugali, Mu-golarra, Mukarli",Gun-nartpa language N81,Gun-nartpa people N81,-12.21920382,134.5502503,NT,https://collection.aiatsis.gov.au/austlang/language/n81,Unique
N82,Burarra ,"Gu-jingaliya, Gujingaliya, Anbarra, Gadjalivia, Gidjingali, Bara, Barada, Barara, Barea, Barera, Baurera, Bawera, Birarra, Burada, Burara, Burera, Gidjingale, Gudjalayia, Gurmadja madja, Jikai, Ku jarlapiyi, Tchikai, Tha ra ra burra, Thar ar ra burra, Toolginburra, Anbara, Burrara",Burarra language N82,Burarra people N82,-12.16177075,134.5807096,NT,https://collection.aiatsis.gov.au/austlang/language/n82,Unique
N85,Yugul ,"Arnhem Land, Daly River Region Languages, Jugul, Mara, Yukul, Jokul, Yikil, Yookil, Yookull, Yookala, Yikul",Yugul language N85,Yugul people N85,-14.74623675,134.8307438,NT,https://collection.aiatsis.gov.au/austlang/language/n85,Unique
N9,Marridan ,"Maridan, Marrithiyel, Brinken, Marri Ammu, Marrisjefin, Matige, Murindan, Nordanimin, Maredan, Western Daly language.",Marridan language N9,Marridan people N9,-13.99933726,130.1768236,NT,https://collection.aiatsis.gov.au/austlang/language/n9,Unique
N90,Ngandi ,"Ngundi, Nagandi, Nagandji, Nanda, Nandi, Ngalbon, Ngalgbun, Gunwinyguan",Ngandi language N90,Ngandi people N90,-14.00859488,134.9063889,NT,https://collection.aiatsis.gov.au/austlang/language/n90,Unique
N92,Alawa ,"Galawa, Warliburru, Wilingura, Ngewin, Alawa; Alaua, Allaua, Allaura, Allawa, Allowa, Allowiri, Allua, Alowa, Galleewo, Kallaua, Leealowa, Woolooami, Kallana, Walkonda, Walooka, Alaua, Galleewa, Woo looami",Alawa language N92,Alawa people N92,-15.52367382,134.4795864,NT,https://collection.aiatsis.gov.au/austlang/language/n92,Unique
N94.1,Djinang ,"Djinang dialects, Yolngu, Ritharngu, Daii, Diakui, Djinba, Jandjinung, Yandijinang, Yandjinung, Jinang, Jandji:nangc, Jandjinang, Jand jinung, Yandjinning, Yandjinang, Djinnang, Djinhang, Milingimbi, Millingimbi, Wulllakki, Wulaki, Ullaki, Wulagi, Balmbi, Balmawi, Barlmawi, Manjarngi, Manyarrngi, Mun narngo, Manarrngu",Djinang language N94.1,Djinang people N94.1,-12.33789406,134.8634978,NT,https://collection.aiatsis.gov.au/austlang/language/n94_1,Unique
N97,Djinba^,"Yolngu, Ritharngu, Daii, Diakui, Djinang, Jinba, Djimba, Outjanbah, Gunalbingu, Ganalbwingu, Kurkamarnapia",Djinba language N97,Djinba people N97,-12.76185278,135.0045812,NT,https://collection.aiatsis.gov.au/austlang/language/n97,Unique
N99,Wilingura ,"Alawa, Leewillungara, Leewillungarra, Wilanggara, Wilinggura, Willangan, Willngura, Willongera, Wilungwara, Wilangarra, Wilung wara",Wilingura language N99,Wilingura people N99,-15.70856193,135.9306831,NT,https://collection.aiatsis.gov.au/austlang/language/n99,Unique
P3,Broome Pearling Lugger Pidgin ,"Broom Creole, Koepang Talk, Malay Talk, Japanese Pidgin English",Broome Pearling Lugger Pidgin language P3,,-17.92995502,122.2989006,WA,https://collection.aiatsis.gov.au/austlang/language/p3,Unique
S1,Warki ,"Ngarrindjeri, Jarildukald, Meintangk, Pirtulun, Ramindjeri, Tanganukald, Gorawalun, Koraulun, Korowalle, ""Milang dialect"" Wakend, Warkend, Wargi, Wakend, Milang dialect",Warki language S1,Warki people S1,-35.46000501,138.8509463,SA,https://collection.aiatsis.gov.au/austlang/language/s1,Unique
S10,Ngawadj,"Meru, Ngawait, Erawirungand, Rankbirit, Ngintait, Ngaralta, Nganguruku, Ngaiawung, Barmerara Meru, Binjali, Eritark, Muljulpero maru, Nanait, Narwejung, Narwijjerook, Narwijjong, Nauait, Ngawaijung, Ngawaitjung, Ngawijung, Niawoo, Njawatjurk, Nyauaitji, Wem:ara, Nunait, Nyauaitj, Nar wijjong, Nja watjurk",Ngawadj language S10,Ngawadj / Binjali people S10,-34.22446983,140.2256295,SA,https://collection.aiatsis.gov.au/austlang/language/s10,Unique
S11,Tanganekald ,"Tangane, Ngarrindjeri, Tanganukald, Jarildukald, Meintangk, Pirtulun, Ramindjeri, Warki, Danganalun, Milmenrura, Polenjunga, Portaruwutj, Potangola, Narrinjeri, Taloinjunga, Tanganalum, Tatiara, Tatiarra, Tattayarra, Thunga, Thungah, Tonggi, Tunga, Tyatyalli, Tyeddyuwurru, Wepulprap, Werekatyalli, Wirigirek, Woychibirik, Yaran, Tenggi, Danganegald, Tanganalun, Thangani, Tangalun, Tanganikald, Tanganarin, Tangani, Tananalun, Dangani, Tenkinyra, Milmendura, Milmendjuri, Milmain jericon, Kalde, Wattatonga",Tanganekald language S11,Tanganekald people S11,-36.08940248,139.5690972,"SA,VIC",https://collection.aiatsis.gov.au/austlang/language/s11,Shared
S12,Yirawirung ,"Meru, Erawirungand, Ngawait, Rankbirit, Ngintait, Ngaralta, Nganguruku, Ngaiawung, Eramwirrangu, Eraweerung, Erawirrangu, Erawiruck, Erawirung, Jeraruk, Jirau, Jirawirung, Juju, Pomp malkie, Willoo, Wilu, Yerraruck, Yiran, Yirau, You you, Yuyu, Eramwir rangu",Yirawirung language S12,Yirawirung people S12,-34.26707911,140.5328348,"NSW,SA",https://collection.aiatsis.gov.au/austlang/language/s12,Shared
