"language_code","language_name","language_synonym","thesaurus_heading_language","thesaurus_heading_people","approximate_latitude_of_language_variety","approximate_longitude_of_language_variety","state_territory","uri"
"N32","Wulwulam ","Beriguruk, Aggradundi, Aggrakundi, Agigondin, Agikwala, Agiqwolla, Agiwallem, Agoguila, Agrakundi, Agrikondi, Aquguila, Awinmil, Awinmul, Awinnmull, Giyuk, Oolawunga, Oolwunga, Peron Island, Wia willam, Wilwangga, Wolna, Wolonga, Wolwanga, Wolwongga, Woolwonga, Wulna, Wulnar, Wulwanga, Wulwonga, Wulwullam, Wuna, Wailwullam, Oola wunga, Gunwinyguan.","Wulwulam language N32","Wulwulam people N32","-13.641713801431","132.05463210846","NT","https://collection.aiatsis.gov.au/austlang/language/n32"
"N33","Kamu ","Malak Malak, Gamu/Kamor, Gamu, Junggor, Kamor, Madngela, Matngela, Mulluk Mulluk, Ngulul Wanggar, Wooliana, Yunggor, Gamor, Gamy, Kamorrkir, Komorrkir, Murra Kamangee, Ngangigmor, Eastern Daly language","Kamu language N33","Kamu people N33","-13.612558220435","130.77845772138","NT","https://collection.aiatsis.gov.au/austlang/language/n33"
"N34","Garama ","Murrinh Patha, Djamindjung name for Murrinh Patha","Garama language N34","Garama people N34","","","","https://collection.aiatsis.gov.au/austlang/language/n34"
"N35","Wardaman ","Wadaman, Wadderman, Waderman, Waduman, Warduman, Wartaman, Wordaman, Wardeman","Wardaman language N35","Wardaman people N35","-15.356928062799","131.52699746908","NT","https://collection.aiatsis.gov.au/austlang/language/n35"
"N36","Bilinarra ","Pilinara, Ngarinman, Bunara, Bilinara, Bilinurra, Bilyanarra, Bilyanurra, Plinara, Pillenurra, Billianera, Bulinara, Bringara, Boonarra","Bilinarra language N36","Bilinarra people N36","-16.966859566959","130.74496547137","NT","https://collection.aiatsis.gov.au/austlang/language/n36"
"N37","Wurrugu ","Popham Bay language, Iyi, Limpapiu, Wurango, Iji, Jarle, Lyi, Urugu, Warange, Warragu, Warrka, Warrooka, Wurengo, Wurruga, Yarlo, Wurangu, Wurrunga, Wurrango, Wuruku, Uruku, Auwul warwak, Wareidbug, Woreidbug, Warooko, Jalo, Limba Karadjee, iwaidjan","Wurrugu language N37","Wurrugu people N37","-11.36143458276","132.09312361872","NT","https://collection.aiatsis.gov.au/austlang/language/n37"
"N37.1","Uwinymil ","Uwinjmil, Awinjmil, Winjmil, Limilngan, Norweilemil, Beriguruk, Djowei, Lemil, Minidja, naWinjmil, Noalanji, Norweilimil, Awinmul, Uwiynmirr, Awinymil, Ngalwenmil, Agiwallem, Noalanji for Norweilemil, Awinnmull, Awinmil for Awinmul, Gunwinyguan.","Uwinymil language N37.1","Uwinymil people N37.1","-13.311520478115","131.77548042017","NT","https://collection.aiatsis.gov.au/austlang/language/n37_1"
"N38","Dagoman ","Wagiman, Tagoman, Airiman, Wagoman, Wogba, Togeman, Dogeman, Togiman","Dagoman language N38","Dagoman people N38","-14.441000044493","131.87759795897","NT","https://collection.aiatsis.gov.au/austlang/language/n38"
"N39","Iwaidja ","Iwaydja, Adawuli, Djalakuru, Gaari, Garrig, Jaako, Jiwadza, Marlgu, Oitbi, Uruku, Wurango, Eae warge ga, Eaewandja, Eaewardja, Eaewarga, Eawaitja, Eewardja, Eiwaja, Gari, Idjduwa, Ilkar, Iwaidji, Iwaija, Iwaiji, Iwaji, Iyi, Jewitcha, Ji:wadja, Jiwadja, Jiwaidja, Juwadja, Limba Kar adjee, Limba karadjee, Limbakaraja, Manduwid, Ngadalwuli, Oidbi, Tarula, Unalla, Uwaidja, Yiwadja, Yiwadya, Yiwayja, Yiwaidja, Iwaja, Limba Karadjee, Iwadja, Yiwaydja, Iwaidjan","Iwaidja language N39","Iwaidja people N39","-11.612947182736","132.69622018507","NT","https://collection.aiatsis.gov.au/austlang/language/n39"
"N40","Ngaduk ","Gagudju, Ngardok, Kakadu, Kakudju, Aragu, Ad dok, Bimbirik, Gnaruk, Ngadok, Ngadug, Ngadulg, Ngardog, Ngarduk, Ngardulk, Ngarug, Ngaruk","Ngaduk language N40","Ngaduk people N40","-12.21167798551","132.59603008152","NT","https://collection.aiatsis.gov.au/austlang/language/n40"
"N40.1","Ngombur","Ngumbur, Ngurmbur, Ngombur, Murumburr, Ambugula, Ambuku:la, Corm bur, Gnormbur, Gnornbur, Gnumbu, Koarnbut, Nambuguja, Ngorbur, Ngorm bur, Ngormbur, Ngumbu, Numbugala, Oorm bur, Oormbur, Umbugarla includes Umbugarla proper, It also appears that it may have included Bugurnidja, Numbu gala","Ngombur language N40.1","Ngombur people N40.1","-12.79362392391","132.12958497813","NT","https://collection.aiatsis.gov.au/austlang/language/n40.1"
"N42","Limilngan ","Limit, Minitja, Beriguruk, Djowei, Lemil, Minidja, naWinjmil, Norweilemil, Baneidja, Banidja, Banindja, Buneidja, Buneidya, Manidya, Minnitji, Peneitja, Punaka, Puneitja, Punuurlu, Manidja, Menassie, Buneitja","Limilngan language N42","Limilngan people N42","-12.525601826077","131.72401076624","NT","https://collection.aiatsis.gov.au/austlang/language/n42"
"N42.1","Bugurnidja ","Bugurndidja, Bukurnidja, Banidja, Buneidja, Puneitja, Wada, Watta, Bin gongina, Bingongina, Bugongidja, Bugunidja, Bukurni:dja, Barnidja","Bugurnidja language N42.1","Bugurnidja people N42.1","-12.765910968769","132.70212951064","NT","https://collection.aiatsis.gov.au/austlang/language/n42_1"
"N43","Mbukarla","Umbugarla, Puneitja, Bugula, Numbugala, Ambugala","Mbukarla language N43","Mbukarla people N43","-12.983006563056","132.36658194341","NT","https://collection.aiatsis.gov.au/austlang/language/n43"
"N44","Mayali","Gunwinjgu, Mayali, Bininj Gun wok, Neinggu, Gunwinggu, Kundjeymi, Djeibmi, Gundjeibmi, Maia:li, Maiaili, Maiali, Maiawali, Maieli, Maielli, Mailly, Majali, Majeli, Majuli, Mayaalia, Mayuli, Miorli, Myali, Myall, Myallee, Myoli, Puruga, Rembarunga, Rembarrnga, Rembaranga, Rembarnga, Rem branga, Ranjbarngo, Rainbarngo, Reinbaranga, Rem barrna","Mayali language N44","Mayali people N44","-14.080326620928","132.45369466363","NT","https://collection.aiatsis.gov.au/austlang/language/n44"
"N45","Marrku ","Marrgu, Terrutong, Yaako, Raffles Bay language, Croker Island language, Margu, Iwaidja, Marlgu, Adawuli, Djalakuru, Gaari, Garrig, Jaako, Jiwadza, Oitbi, Uruku, Wurango, Ajokoot, Mago, Margo, Terutong, Yako, Iwaidjan","Marrku language N45","Marrku people N45","-11.157663294781","132.56024002887","NT","https://collection.aiatsis.gov.au/austlang/language/n45"
"N46","Oitbi ","Iwaidja, Adawuli, Djalakuru, Gaari, Garrig, Jaako, Jiwadza, Marlgu, Uruku, Wurango, Bidjenelumbo, Bijnalumbo, Binjnalumbo, Bynalumbo, Heutbi, Oidbi, Oitbo, Bidjene lumbo","Oitbi language N46","Oitbi people N46","","","","https://collection.aiatsis.gov.au/austlang/language/n46"
"N47","Amurdak ","Amurdag, Wardadjbak, Amooridiyu, Amarag, Amarak, Amurrag, Amurag, Amurrak, Amurtak, Amuruk, Mamurug, Monobar, Namurug, Ngamrrak, Ngamurag, Ngamurak, Umoordak, Umoreo, Umoriu, Amardak, A'moordiyu, Woraidbug, Mono bar, Iwaidjan","Amurdak language N47","Amurdak people N47","-11.950287363885","132.87361226866","NT","https://collection.aiatsis.gov.au/austlang/language/n47"
"N48","Wareidbug ","Warejdbug, Wurango, Wurrunga, Wurrango, Wuru:ku, U:ru:ku, Auwul warwak, Wa:reidbug, Woreidbug, Warooko, Ja:lo, Yarlo, Limba Karadjee","Wareidbug language N48","Wareidbug people N48","","","","https://collection.aiatsis.gov.au/austlang/language/n48"
"N49","Nambuguja ","","","Nambuguya people N49","","","","https://collection.aiatsis.gov.au/austlang/language/n49"
"N5","Alura ","Jaminjung, Djamindjung, Allura, Hallurra, Nallura","","","","","","https://collection.aiatsis.gov.au/austlang/language/n5"
"N50","Gaagudju ","Gagadu, Gagudju, Kakadu, Kakudju, Ngardok, A:rwu:r, Abedal, Abiddul, Arwur, Auwur, Awur, Gagadju, Gagadyu, Ka:ka:dju, Kadadju, Kakakta, Kakata, Kakatu, Karkadoo, Karkardoo, Kukata, Katata, Abedal, Gaguju, Kakaju, Awoy, Kakadju","Gaagudju language N50","Gaagudju people N50","-12.434077327456","132.671608496","NT","https://collection.aiatsis.gov.au/austlang/language/n50"
"N51","Wada","Bukurnidja, Wada/Watta, Banidja, Buneidja, Puneitja, Watta, Marianbirik, Marigianbirik, Wa:a, Wad:a, Wadjigi:n, Wadaa, Wadda","Wada language N51","Wada people N51","-12.469898570642","132.56365390608","NT","https://collection.aiatsis.gov.au/austlang/language/n51"
"N52","Widjilg","","Widjilg language N52","Widjilg people N52","","","","https://collection.aiatsis.gov.au/austlang/language/n52"
"N53","Mengerrdji ","Mangerr, Gunwinggu, Mengerrdji/Menngarr, Kunwinjku, Mangeri, Menngarr, Ari, Eireij, Ere, Erei, Erej, Erre, Mangerei, Mennagi, Mengerei, Mengerdji, Mangerdji, Mengerr, Manger, Mangarryu, Mangeryu, Berrigurruk ; Erei ; Eri ; Rereri ; Reveri ; Mirarr","Mengerrdji language N53","Mengerrdji people N53","-12.350974624518","133.0237758697","NT","https://collection.aiatsis.gov.au/austlang/language/n53"
"N55","Erre ","Rereri, Erei, Eri, Arra","Erre language N55","Erre people N55","-12.42608346237","133.0652285137","NT","https://collection.aiatsis.gov.au/austlang/language/n55"
"N56","Gundudj","","Gundudj language N56","Gundudj people N56","","","","https://collection.aiatsis.gov.au/austlang/language/n56"
"N57","Jawoyn ","Jawonj, Adowen, Gundjawan, Djauan, Djauwuny, Djawin, Charmong, Chau an, Chauan, Djauun, Djauwung, Djawan, Djawanj, Djawun, Djouan, Djowan, Djowei, Jauan, Jawin, Juauan, Kumertuo, Lebryryd, Nggandindmi, Tjauen, Tjawen, Tjouen, Tweinbol, Wonborngu, Jawony","Jawoyn language N57","Jawoyn people N57","-13.897300406584","133.03846083302","NT","https://collection.aiatsis.gov.au/austlang/language/n57"
"N58","Jalakuru","Iwaidja, Djalakuru, Adawuli, Gaari, Garrig, Jaako, Jiwadza, Marlgu, Oitbi, Uruku, Wurango, Djalaguru","Jalakuru language N58","Jalakuru people N58","","","","https://collection.aiatsis.gov.au/austlang/language/n58"
"N59","Wengei ","Gunei, Gunwunei, Neing gu, Wengei, Wunei, Wengej","Wengei language N59","Wengei people N59","","","","https://collection.aiatsis.gov.au/austlang/language/n59"
"N6","Menthe","Menhthe, Daktjerat, Murinwargad, Wagaid, Wagaidj, Wagait, Wagaitj, Wagatsch, Waggait, Waggate, Waggite, Waggote, Waggute, Wagite, Waogatsch, Wargad, Wodadj, Wogadj, Wogait, Wogaity, Wogatj, Wogaty, Wogite, Worgaid, Worgaidj, Worgait, Worgite, Menthajangal, Menthe Yangal, Manthi Yangal, Murrinh Menthe, Murrinh Mentherr, Mendajangal, Western Daly language.","Menthe language N6","Menthe people N6","-13.637667770393","129.92067307134","NT","https://collection.aiatsis.gov.au/austlang/language/n6"
"N60","Dalabon ","Ngalkbun, Dangbon, Dalabon ?Gundangbon, Dangbon/Dalabon, Gundalabon, Dangbun, Ngalkbon, Ngalgbon, Ngalgbun, Ngalkbon consist of the word for 'mouth? in the relevant language plus an element bon, Buan, Bu:wan, Boun","Dalabon language N60","Dalabon people N60","-13.316255495519","134.02930903644","NT","https://collection.aiatsis.gov.au/austlang/language/n60"
"N64","Mawng ","Maung, Mawung, Gun marung, Gunmarung, Managari, Manangari, Marung, Mau, Maw, Men ngai, Kunmarung, Mauung, Gunmarang, Iwaidjan","Mawng language N64","Mawng people N64","-11.813898254873","133.36400767602","NT","https://collection.aiatsis.gov.au/austlang/language/n64"
"N65","Kunwinjku ","Gunwinjgu, Mayali, Bininj Gun wok, Neinggu, Gunwinggu, Mangeri, Mengerrdji, Menngarr, Gumawurag, Gunawitji, Gundeidjeme, Gundeijeme, Gundjajeimi, Gundjeibmi, Gundjeipmi, Gunei, Gunrerg, Gunwinghu, Gunwingo, Gunwingu, Gunwinngu, Gunwinygu, Gunwunei, Gurmadja madja, Koorunge, Koorungo, Kulunglutchi, Kulunglutji, Kulungutchi, Kuninjku, Mangaridji, Margulitban, Muralidan, Neing gu, Neinggu, Neinngu, Unigangk, Urnigangg, Wengei, Wengej, Wengi, Wunei, Gunwiggu, Witji, Maielli, Majali, Gundja jeimi, Kunwinku","Kunwinjku language N65","Kunwinjku people N65","-12.173506301911","133.48273449547","NT","https://collection.aiatsis.gov.au/austlang/language/n65"
"N66","Urningangk ","Urningangg, Wuningangk, Uninganangk, Wata, Uningangg, Uningangk, Wuningak, Wuningag, Mirarr","Urningangk language N66","Urningangk people N66","-12.5457157709","133.05649225086","NT","https://collection.aiatsis.gov.au/austlang/language/n66"
"N68","Yangman ","Jangman, Yungman, Jongman, Jungman, Yungmanni, Yungmun, Yungmunee, Yungmunnee, Yungmunni, Yung munni","Yangman language N68","Yangman people N68","-15.414291460469","132.49948283474","NT","https://collection.aiatsis.gov.au/austlang/language/n68"
"N69","Kunbarlang ","Gunbarlang, Gunbalang, Gambalanga, Walang, Gambalang, Geimbio, Gimbarlang, Gunba:lang, Gunbalag, Gunbalong, Gunbulan, Gurmadja madja, Warlang, Gunba:lan","Kunbarlang language N69","Kunbarlang people N69","-11.932246158271","133.89389112265","NT","https://collection.aiatsis.gov.au/austlang/language/n69"
"N7","Marrithiyel^ ","Marithiel, Brinken, Marri Ammu, Marridan, Marrisjefin, Matige, Berinken, Berinkin, Berringin, Brinkan, Magatige, Marathiel, Maridhiel, Maridiel, Maridiyal, Maridiyel, Marithid, Maritige, Muringa, Muringata, Muringe, Maridjiel, Maridhiyel, beringken, commonly adapted into English as Brinkin, Western Daly language.","Marrithiyel language N7","","-13.834648747329","130.01293523915","NT","https://collection.aiatsis.gov.au/austlang/language/n7"
"N70","Kune ","Gunwinggu","Kune language N70","Kune people N70","-12.398006797043","134.38659890372","NT","https://collection.aiatsis.gov.au/austlang/language/n70"
"N71","Kundjeyhmi","Kundjeymi, Djeibmi, Gundjeibmi, Mayali, Gundeidjeme, Gundeidjemi, Gundjeipmi, Djebmi, Gunwinggu, Gundjepmi, Gundjipmi, Gundeij e me, Djeihmi, Djepmi, Maiali, Gunwingu, Gunwingo, Wengi, Wengei, Wengej, Kulunglutji, Kulunglutchi, Gundja jeimi, Gundeijeme, Margulitban, Unigangk, Urnigangg, Koorungo, Neinggu, Neinngu, Mangaridji, Mangeri, Mirarr","Kundjeyhmi language N71","Kundjeyhmi people N71","-12.925860559178","132.87456038763","NT","https://collection.aiatsis.gov.au/austlang/language/n71"
"N72","Yan-nhangu ","Yannhangu, Jarnango, Jaernungo, Janango, Jandango, Janjango, Jannangu, Jarnangu, Jarrangu, Kokolango, Yaernungo, Yandango, Yarnango, Yarrnangu, Yorngar, Nango, Yanna?u, Yaerungo, Murru?un, Djina?, Gunbirri, Mälarrai, Malarra, Malara, Yalnumata","Yan-nhangu language N72","Yan-nhangu people N72","-12.007678358496","135.23641689697","NT","https://collection.aiatsis.gov.au/austlang/language/n72"
"N73","Rembarrnga ","Rembarunga, Rembarnga, Rainbarngo, Rambarrnga, Ranjbarngo, Ranjbarngu, Reinbaranga, Rembaranga, Rembarn nga, Rembarrna, Rembarrngu, Rembranga, Rainbarno, Remberanga, Rambarrna, Rem branga, Rem barrna, Maia:li, Maieli, Majali, Maiali, Maielli, Gunwinyguan","Rembarrnga language N73","Rembarrnga people N73","-13.231028553937","134.45410813993","NT","https://collection.aiatsis.gov.au/austlang/language/n73"
"N74","Ndjébbana","Ndjebanna, Gunavidji, Kunibidji/Gunavidji, Ndeya, Gidjiya, Djeebbana, Gunibidji, Kunibidji, Behribmej, Djapena, Gidjia, Gidjiya, Djeepana, Grunavidji, Gudjia, Gunabidji, Gunabwidji, Gunadidji, Gunaviji, Gunawitji, Gunjibidji, Gurmadja madja, Jibidji, Kulunglutchyi, Witchi, Witji, Ndjéya, Gijiya","Ndjebbana language N74","Ndjebbana people N74","-12.155548200634","134.27438255518","NT","https://collection.aiatsis.gov.au/austlang/language/n74"
"N75","Gurr-goni ","Gurrgoni, Gungorrogone, Gudjartabiyi, Guragone, Gungurugoni, Gungorogone, Gorogone, Gungarawoni, Gungoragone, Gungoro:lgo:ngi, Gungurulgungi, Gutjertabia, Gurugoni, Gungoragoni, Gungorragonni","Gurr-goni language N75","Gurr-goni people N75","-12.228413134459","134.28670643143","NT","https://collection.aiatsis.gov.au/austlang/language/n75"
"N76","Ngalkbon ","Ngalkbun, Dalabon, Ngalabon, Ngalgbon, Njalkpon","Ngalkbon language N76","Ngalkbon people N76","","","","https://collection.aiatsis.gov.au/austlang/language/n76"
"N77","Ngalakgan ","Ngalakan, Hongalla/Hongalla, Nala nalagen, Nalagen, Nalakan, Ngalagan, Ngalagkan, Ngalarkan, Ngulkpun, Nullakum, Nullakun, Nullikan, Nullikin, Ngalbon, Hongalla, Nallakum, Ngalar kan, Gunwinyguan","Ngalakgan language N77","Ngalakgan people N77","-14.283992459345","134.27075294971","NT","https://collection.aiatsis.gov.au/austlang/language/n77"
"N78","Mangarrayi ","Ngarrabadji, Mangarayi, Mungarai, Mangarai, Mangarei, Mangerei, Manggarai, Mungerry, Walooka, Mungari, Ngarrabadji, Mangarray, Mangarai","Mangarrayi language N78","Mangarrayi people N78","-14.891246591934","133.61915448548","NT","https://collection.aiatsis.gov.au/austlang/language/n78"
"N79","Walamangu ","Wallamungo, Wolamangu, Wollamungo, Nango, Walama?u","Walamangu language N79","Walamangu people N79","","","NT","https://collection.aiatsis.gov.au/austlang/language/n79"
"N8","Ngan'gikurunggurr ","Ngangikurunggurr, Ngan, gi kurunggurr, Nangikurrunggurr, Nordaniman Nordan imin, Southern Daly language, Nangikurungur, Ngangikurungur","Ngan'gikurunggurr language N8","Ngan'gikurunggurr people N8","-14.185570955859","130.10371727698","NT","https://collection.aiatsis.gov.au/austlang/language/n8"
"N80","Nakkara ","Na kara, Gukariya, Nakara, Nagara, Kokori, Kukkori, Nackara, Naga:ra, Naka:ra, Narkarrar, Ngara, Gukari","Nakkara language N80","Nakkara people N80","-12.0844571279","134.36422035541","NT","https://collection.aiatsis.gov.au/austlang/language/n80"
"N81","Gun-nartpa ","Gu-jingaliya, Gujingaliya, Gudjarlabiya, Burarra, Guadba, Gunaidbe, Gunardba, Kun nartpi, Mugali, Mu-golarra, Mukarli","Gun-nartpa language N81","Gun-nartpa people N81","-12.219203821555","134.55025026897","NT","https://collection.aiatsis.gov.au/austlang/language/n81"
"N82","Burarra ","Gu-jingaliya, Gujingaliya, Anbarra, Gadjalivia, Gidjingali, Bara, Barada, Barara, Barea, Barera, Baurera, Bawera, Birarra, Burada, Burara, Burera, Gidjingale, Gudjalayia, Gurmadja madja, Jikai, Ku jarlapiyi, Tchikai, Tha ra ra burra, Thar ar ra burra, Toolginburra, Anbara, Burrara","Burarra language N82","Burarra people N82","-12.161770746066","134.5807095628","NT","https://collection.aiatsis.gov.au/austlang/language/n82"
"N83","Ganhalpuyngu","Ganalbingu, Djinba, Jinba, Djimba, Outjanbah, Gunalbingu, Ganalbwingu, Kurkamarnapia","Ganhalpuyngu language N83","Ganhalpuyngu people N83","","","NT","https://collection.aiatsis.gov.au/austlang/language/n83"
"N84","Djarawala ","Dyarawala","","","","","","https://collection.aiatsis.gov.au/austlang/language/n84"
"N85","Yugul ","Arnhem Land, Daly River Region Languages, Jugul, Mara, Yukul, Jokul, Yikil, Yookil, Yookull, Yookala, Yikul","Yugul language N85","Yugul people N85","-14.746236748197","134.83074376228","NT","https://collection.aiatsis.gov.au/austlang/language/n85"
"N86","Gadjalivia ","Burarra, Anbarra, Gidjingali, Gudjalavia, Gudjalabia, Gajalivia, Gudjalibi, Gudalavia, Gudjaliba, Gadjal ibi, Gadjalibir","Gudjalavia language N86","Gudjalavia people N86","","","","https://collection.aiatsis.gov.au/austlang/language/n86"
"N87","Manyarring","Djinang Manharrngu","Manyarring language N87","Manyarring people N87","","","NT","https://collection.aiatsis.gov.au/austlang/language/n87"
